               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.026784,            0.047678,             0.03753,             0.56068,             0.62765,             0.60623,             0.41262,            0.024492,             0.02339,            0.031362,          7.7502e-05,          7.7502e-05,          7.7502e-05
                  11,            0.026781,            0.047127,            0.033975,             0.62985,             0.64899,             0.65872,             0.45642,            0.023833,            0.022547,            0.027718,          7.5002e-05,          7.5002e-05,          7.5002e-05
                  12,            0.026437,            0.046796,            0.030721,             0.66083,             0.68589,             0.70763,             0.49504,            0.023584,            0.022491,            0.024097,          7.2503e-05,          7.2503e-05,          7.2503e-05
                  13,            0.026162,            0.046373,            0.027728,             0.68068,             0.71371,             0.73893,              0.5204,            0.023507,             0.02239,            0.022341,          7.0003e-05,          7.0003e-05,          7.0003e-05
                  14,            0.025936,            0.045932,            0.025585,             0.71347,             0.74052,             0.76778,             0.54663,            0.023183,            0.022062,            0.018953,          6.7503e-05,          6.7503e-05,          6.7503e-05
                  15,            0.025588,             0.04581,            0.023987,             0.72532,             0.75261,             0.78419,             0.55898,            0.023146,            0.022072,            0.017552,          6.5004e-05,          6.5004e-05,          6.5004e-05
                  16,            0.025473,            0.045749,            0.022276,             0.74752,             0.76075,             0.79566,             0.57075,            0.022773,            0.021908,            0.016392,          6.2504e-05,          6.2504e-05,          6.2504e-05
                  17,            0.025323,            0.045554,            0.020845,             0.77471,             0.76811,             0.81574,             0.58813,            0.022567,            0.021633,            0.014457,          6.0004e-05,          6.0004e-05,          6.0004e-05
                  18,            0.025152,            0.045354,            0.019757,             0.78425,             0.78097,             0.82689,             0.59791,            0.022471,            0.021669,            0.013415,          5.7504e-05,          5.7504e-05,          5.7504e-05
                  19,            0.024777,            0.044689,            0.018763,             0.79749,             0.77735,             0.83056,             0.60348,            0.022264,            0.021518,            0.012933,          5.5005e-05,          5.5005e-05,          5.5005e-05
                  20,            0.024867,            0.044884,             0.01822,             0.80886,             0.79473,             0.84818,             0.61804,            0.022067,            0.021416,            0.011388,          5.2505e-05,          5.2505e-05,          5.2505e-05
                  21,            0.024526,            0.044564,            0.017312,             0.81981,             0.80235,              0.8532,             0.62259,            0.021998,            0.021447,            0.010554,          5.0005e-05,          5.0005e-05,          5.0005e-05
                  22,            0.024409,             0.04435,            0.016574,             0.82629,              0.8023,             0.85787,             0.62749,             0.02186,            0.021225,            0.010012,          4.7505e-05,          4.7505e-05,          4.7505e-05
                  23,            0.024293,            0.044559,            0.016033,             0.83393,             0.80064,             0.85908,             0.63124,            0.021812,            0.021192,           0.0096121,          4.5005e-05,          4.5005e-05,          4.5005e-05
                  24,            0.023981,            0.044027,            0.015434,              0.8253,             0.80797,             0.86338,             0.63418,            0.021574,             0.02107,           0.0093232,          4.2506e-05,          4.2506e-05,          4.2506e-05
                  25,            0.023876,            0.043889,             0.01504,              0.8407,              0.8071,             0.86626,             0.63773,            0.021498,            0.020941,           0.0090697,          4.0006e-05,          4.0006e-05,          4.0006e-05
                  26,            0.023841,             0.04381,            0.014688,             0.84965,              0.8104,             0.87283,             0.64615,            0.021312,            0.020881,           0.0082738,          3.7506e-05,          3.7506e-05,          3.7506e-05
                  27,            0.023699,            0.043493,            0.014235,              0.8412,             0.81799,             0.87436,             0.64632,            0.021237,            0.020787,           0.0080116,          3.5006e-05,          3.5006e-05,          3.5006e-05
                  28,            0.023517,            0.043919,            0.013737,             0.84299,             0.81627,             0.87385,             0.64811,            0.021151,            0.020804,           0.0080835,          3.2507e-05,          3.2507e-05,          3.2507e-05
                  29,            0.023497,            0.043547,            0.013606,             0.84862,             0.81809,             0.87722,             0.65499,            0.021072,            0.020594,            0.007558,          3.0007e-05,          3.0007e-05,          3.0007e-05
                  30,            0.023362,            0.043593,            0.013093,             0.85056,             0.82259,             0.88016,             0.65427,            0.020911,            0.020636,           0.0072118,          2.7507e-05,          2.7507e-05,          2.7507e-05
                  31,            0.023174,            0.043288,            0.013142,             0.84669,             0.82172,             0.88092,             0.65661,            0.020868,            0.020556,            0.007304,          2.5008e-05,          2.5008e-05,          2.5008e-05
                  32,            0.022951,            0.042853,            0.012933,             0.84582,             0.82764,             0.88474,             0.66082,            0.020778,            0.020535,           0.0069117,          2.2508e-05,          2.2508e-05,          2.2508e-05
                  33,            0.022947,            0.043119,            0.012624,             0.85849,             0.81856,             0.88474,             0.66042,            0.020745,             0.02044,           0.0068723,          2.0008e-05,          2.0008e-05,          2.0008e-05
                  34,            0.022771,            0.043195,            0.012528,             0.85452,             0.82709,             0.88721,             0.66283,            0.020704,            0.020424,           0.0067007,          1.7508e-05,          1.7508e-05,          1.7508e-05
                  35,            0.022775,            0.042858,            0.012228,              0.8552,             0.82672,             0.88819,             0.66612,            0.020639,             0.02035,           0.0064951,          1.5009e-05,          1.5009e-05,          1.5009e-05
                  36,            0.022676,             0.04321,            0.012194,             0.85863,             0.82346,             0.88769,             0.66423,            0.020593,            0.020354,           0.0065975,          1.2509e-05,          1.2509e-05,          1.2509e-05
                  37,            0.022692,            0.042701,            0.012108,             0.85936,             0.82454,             0.88735,               0.665,              0.0206,            0.020376,           0.0065121,          1.0009e-05,          1.0009e-05,          1.0009e-05
                  38,            0.022689,             0.04303,            0.012008,             0.86216,             0.82785,             0.88872,             0.66861,            0.020555,             0.02032,           0.0063769,          7.5092e-06,          7.5092e-06,          7.5092e-06
                  39,              0.0226,            0.043163,            0.011993,             0.85694,             0.82973,             0.88828,             0.66734,            0.020555,            0.020351,            0.006412,          5.0095e-06,          5.0095e-06,          5.0095e-06
